Applicant ID,Name,Education,Work Experience (Years),Skills,Certifications,Resume Keywords,Job Title,Required Skills,Experience Level Required,Industry Terms,Interview Score,Hiring Decision,Recruiter Notes
9899,Jane Smith,Bachelor's,19,"Python, Java","AWS Certified, PMP","Cloud Computing, Excel, Big Data, Agile",Software Engineer,"Python, SQL, Machine Learning, Java",Senior-level,Agile,8,Not Hired,Good fit for the team
7279,Jane Smith,Master's,8,"Python, Leadership, Project Management, Data Analysis, Excel",PMP,"PMP, Big Data, Certified Data Scientist, SQL, Java",Business Analyst,"Project Management, Java, SQL",Senior-level,Agile,9,Hired,Excellent technical skills
7001,Emily Davis,PhD,19,"SQL, Excel, Data Analysis, Python",,"Leadership, Machine Learning, Cloud Computing, Python, Agile, Excel",Project Manager,"SQL, Machine Learning",Senior-level,Cloud Computing,1,Hired,Strong candidate
6467,John Doe,Bachelor's,12,"Leadership, Machine Learning, Python","Six Sigma Green Belt, PMP","Big Data, AWS Certified, Machine Learning, DevOps, Certified Data Scientist, SQL",Business Analyst,"Java, Project Management, Machine Learning, SQL",Entry-level,DevOps,10,Not Hired,Excellent technical skills
1632,John Doe,Bachelor's,3,"Data Analysis, Python, Project Management, Machine Learning, Leadership",,"Python, SQL, Agile, Big Data, Data Analysis",Project Manager,"Java, Python, Project Management, SQL",Entry-level,DevOps,10,Hired,Strong candidate
5853,Jane Smith,PhD,16,"Project Management, Machine Learning, Data Analysis, Java",Six Sigma Green Belt,"AWS Certified, Machine Learning, DevOps, Cloud Computing, Python",Business Analyst,"Machine Learning, Python, SQL, Project Management",Senior-level,DevOps,4,Hired,Excellent technical skills
1454,Emily Davis,PhD,6,"Project Management, Python, SQL","Six Sigma Green Belt, PMP","Python, Agile, Certified Data Scientist, Machine Learning, Leadership, AWS Certified",Project Manager,"Java, Project Management, Python, SQL",Senior-level,Agile,5,Not Hired,Needs more experience
7588,Sarah Johnson,PhD,12,"Machine Learning, Java, Excel, Project Management",AWS Certified,"Cloud Computing, Leadership, PMP, Big Data, Machine Learning",Project Manager,"Python, Java, Machine Learning",Mid-level,Cloud Computing,1,Not Hired,Strong candidate
7021,Michael Brown,Master's,7,"SQL, Excel",AWS Certified,"Six Sigma Green Belt, Python, Project Management, Cloud Computing, Excel, Data Analysis",Project Manager,"Java, SQL",Mid-level,DevOps,10,Hired,Strong candidate
5581,John Doe,Master's,1,"Data Analysis, Leadership",,"DevOps, Python, Big Data, Excel, Six Sigma Green Belt",Software Engineer,"Java, SQL",Senior-level,Agile,4,Not Hired,Needs more experience
6403,John Doe,Bachelor's,18,"Excel, Leadership, Machine Learning","Certified Data Scientist, PMP","Python, AWS Certified, PMP, Certified Data Scientist, Leadership, DevOps",Project Manager,"Python, Machine Learning",Mid-level,Agile,8,Hired,Needs more experience
7118,Jane Smith,Bachelor's,13,"Data Analysis, Python, SQL, Machine Learning, Leadership",,"AWS Certified, Python, Six Sigma Green Belt, PMP, DevOps",Data Scientist,"SQL, Project Management, Machine Learning",Entry-level,Big Data,2,Not Hired,Excellent technical skills
1804,John Doe,Bachelor's,13,"Python, Data Analysis","Six Sigma Green Belt, Certified Data Scientist","Big Data, DevOps, Machine Learning, Agile",Project Manager,"Java, SQL, Machine Learning, Project Management",Entry-level,Agile,8,Hired,Excellent technical skills
1196,Emily Davis,PhD,18,"Python, Leadership, Excel, Project Management",,"AWS Certified, Machine Learning, Project Management, Six Sigma Green Belt, SQL",Business Analyst,"SQL, Python, Machine Learning, Project Management",Entry-level,Agile,4,Not Hired,Strong candidate
4379,Michael Brown,Master's,5,"Python, Machine Learning",,"AWS Certified, Data Analysis, Leadership, DevOps",Project Manager,"Project Management, Machine Learning, SQL",Senior-level,Agile,7,Not Hired,Good fit for the team
6990,John Doe,Master's,1,"Leadership, SQL",Six Sigma Green Belt,"Agile, DevOps, Machine Learning, Certified Data Scientist, Data Analysis, Leadership",Software Engineer,"Python, Machine Learning, SQL",Entry-level,Cloud Computing,3,Hired,Excellent technical skills
6373,Michael Brown,Bachelor's,14,"Excel, Data Analysis","Certified Data Scientist, AWS Certified","DevOps, Python, Certified Data Scientist, Big Data, Excel",Project Manager,"Java, SQL, Project Management, Machine Learning",Entry-level,DevOps,2,Not Hired,Needs more experience
4196,Chris Lee,Bachelor's,14,"Data Analysis, Leadership, Machine Learning, Python, Project Management","PMP, AWS Certified","SQL, Big Data, Leadership",Software Engineer,"Project Management, Java, SQL, Python",Senior-level,Agile,5,Not Hired,Strong candidate
2360,Emily Davis,Bachelor's,2,"Excel, Leadership, Project Management, Python, Data Analysis",Certified Data Scientist,"AWS Certified, Certified Data Scientist, DevOps, Leadership, Project Management",Data Scientist,"Python, Java, SQL",Mid-level,Big Data,10,Hired,Strong candidate
9887,Emily Davis,Bachelor's,3,"Excel, Machine Learning, Python",AWS Certified,"Machine Learning, DevOps, Leadership, Certified Data Scientist, Six Sigma Green Belt",Business Analyst,"Project Management, Machine Learning, SQL",Senior-level,Agile,3,Hired,Needs more experience
1114,Chris Lee,Bachelor's,20,"Leadership, Machine Learning, Excel, Python",,"Java, Machine Learning, Certified Data Scientist",Business Analyst,"Project Management, Java, Python, Machine Learning",Entry-level,Agile,6,Hired,Strong candidate
7221,Sarah Johnson,PhD,4,"SQL, Data Analysis, Python",,"PMP, Project Management, Leadership, Machine Learning, Agile",Software Engineer,"Machine Learning, Project Management, Python",Senior-level,DevOps,9,Not Hired,Good fit for the team
1049,Michael Brown,Bachelor's,20,"Python, Project Management",,"Data Analysis, Six Sigma Green Belt, Project Management, AWS Certified, Leadership",Data Scientist,"Machine Learning, Java",Entry-level,Big Data,2,Hired,Good fit for the team
3840,John Doe,PhD,10,"Project Management, Data Analysis, Leadership, Excel",PMP,"PMP, DevOps, Big Data, Data Analysis, Certified Data Scientist, Leadership",Data Scientist,"Machine Learning, SQL, Python",Mid-level,Big Data,2,Not Hired,Excellent technical skills
2897,Chris Lee,PhD,16,"Excel, Machine Learning","Six Sigma Green Belt, AWS Certified","Agile, DevOps, SQL, Leadership, Six Sigma Green Belt, Java",Data Scientist,"Python, Machine Learning, SQL, Project Management",Senior-level,Cloud Computing,1,Hired,Needs more experience
3409,John Doe,Master's,9,"Project Management, Leadership","Certified Data Scientist, Six Sigma Green Belt","Java, Six Sigma Green Belt, Leadership, Big Data",Data Scientist,"Machine Learning, Project Management, Java",Mid-level,Cloud Computing,3,Not Hired,Needs more experience
9220,John Doe,Master's,3,"Data Analysis, Excel, Machine Learning, Java, Python",AWS Certified,"Excel, Agile, Cloud Computing, Data Analysis",Data Scientist,"Machine Learning, Java",Entry-level,Cloud Computing,4,Not Hired,Strong candidate
2502,Sarah Johnson,Master's,16,"SQL, Excel, Machine Learning, Leadership",AWS Certified,"Certified Data Scientist, Big Data, Excel",Software Engineer,"Machine Learning, SQL, Project Management, Java",Mid-level,Cloud Computing,4,Not Hired,Good fit for the team
1456,John Doe,PhD,6,"Project Management, SQL, Data Analysis, Leadership, Excel",,"Excel, Six Sigma Green Belt, SQL, Agile, Cloud Computing",Project Manager,"Java, Machine Learning",Mid-level,Agile,8,Hired,Strong candidate
1018,Sarah Johnson,PhD,15,"Java, Python, Data Analysis, Project Management, Leadership","AWS Certified, PMP","AWS Certified, Agile, SQL",Project Manager,"Java, Python, SQL",Senior-level,DevOps,1,Hired,Excellent technical skills
5223,Michael Brown,PhD,19,"SQL, Project Management, Machine Learning, Leadership","PMP, Certified Data Scientist","Six Sigma Green Belt, Cloud Computing, DevOps, Leadership, Python",Project Manager,"Machine Learning, SQL, Project Management",Entry-level,Agile,4,Hired,Needs more experience
1657,Michael Brown,PhD,14,"Java, SQL, Data Analysis","PMP, Certified Data Scientist","Leadership, SQL, Six Sigma Green Belt, Certified Data Scientist, Excel, Project Management",Data Scientist,"Machine Learning, Project Management, Python",Mid-level,Agile,3,Not Hired,Needs more experience
1932,Michael Brown,PhD,4,"Machine Learning, SQL, Leadership, Project Management",Six Sigma Green Belt,"Cloud Computing, SQL, Six Sigma Green Belt",Business Analyst,"Machine Learning, SQL",Mid-level,Big Data,8,Not Hired,Excellent technical skills
6037,Michael Brown,Bachelor's,7,"Java, Project Management, Machine Learning",,"DevOps, Six Sigma Green Belt, PMP, Data Analysis, Project Management",Software Engineer,"Python, Java, Project Management, Machine Learning",Senior-level,Cloud Computing,9,Hired,Good fit for the team
6772,Jane Smith,Master's,16,"Python, Machine Learning",PMP,"DevOps, Cloud Computing, Machine Learning",Software Engineer,"Java, Project Management, Python",Entry-level,Agile,7,Hired,Needs more experience
3841,Jane Smith,PhD,10,"Project Management, Data Analysis, Machine Learning, SQL",PMP,"Data Analysis, Cloud Computing, Certified Data Scientist",Business Analyst,"SQL, Java",Entry-level,DevOps,3,Not Hired,Good fit for the team
6470,Jane Smith,Bachelor's,6,"Leadership, Data Analysis, Project Management, Java, Excel",PMP,"Machine Learning, Certified Data Scientist, DevOps, Six Sigma Green Belt, Data Analysis",Business Analyst,"SQL, Python, Machine Learning, Project Management",Senior-level,Agile,6,Not Hired,Good fit for the team
5406,John Doe,Master's,19,"Excel, Python, Project Management","AWS Certified, Six Sigma Green Belt","Machine Learning, Agile, Big Data, Python, Data Analysis, PMP",Software Engineer,"SQL, Machine Learning, Project Management, Java",Entry-level,Big Data,6,Not Hired,Strong candidate
5893,Chris Lee,Master's,11,"Machine Learning, Data Analysis",,"Agile, Python, Big Data, Leadership, AWS Certified",Data Scientist,"SQL, Python, Machine Learning, Java",Mid-level,DevOps,7,Hired,Excellent technical skills
4968,Chris Lee,PhD,5,"Machine Learning, Python, Project Management","PMP, Certified Data Scientist","Machine Learning, Certified Data Scientist, PMP, Data Analysis",Data Scientist,"Java, Project Management, SQL, Python",Entry-level,DevOps,1,Not Hired,Excellent technical skills
1949,Michael Brown,PhD,19,"Project Management, Leadership",,"Project Management, Agile, Leadership, Excel",Business Analyst,"Project Management, Python, SQL",Mid-level,DevOps,8,Not Hired,Strong candidate
9692,John Doe,Bachelor's,18,"Project Management, Leadership, Java",,"Cloud Computing, Data Analysis, Leadership, Project Management, AWS Certified",Data Scientist,"Project Management, Machine Learning, Java, SQL",Entry-level,Agile,10,Hired,Excellent technical skills
6589,Emily Davis,Bachelor's,11,"Project Management, Excel, Leadership",Six Sigma Green Belt,"Python, Java, Project Management, Six Sigma Green Belt, Excel",Project Manager,"Python, Java",Entry-level,Cloud Computing,8,Not Hired,Good fit for the team
4315,Sarah Johnson,Master's,7,"Leadership, Data Analysis, Machine Learning, Python",,"AWS Certified, Six Sigma Green Belt, Data Analysis, PMP, Certified Data Scientist, DevOps",Project Manager,"SQL, Project Management",Mid-level,DevOps,8,Not Hired,Excellent technical skills
6300,Emily Davis,Bachelor's,10,"Data Analysis, Project Management",PMP,"Data Analysis, Six Sigma Green Belt, Python, Agile",Project Manager,"Machine Learning, Java, Project Management",Entry-level,Cloud Computing,7,Not Hired,Excellent technical skills
3962,Chris Lee,PhD,4,"Machine Learning, Excel",,"Six Sigma Green Belt, Excel, PMP",Business Analyst,"Project Management, Machine Learning",Entry-level,Big Data,5,Hired,Excellent technical skills
3982,Emily Davis,Bachelor's,4,"Leadership, Data Analysis",PMP,"AWS Certified, Agile, DevOps",Business Analyst,"Machine Learning, Project Management, Java",Senior-level,DevOps,9,Hired,Strong candidate
2805,John Doe,PhD,5,"SQL, Project Management",,"Six Sigma Green Belt, Agile, Big Data, Project Management, SQL, DevOps",Software Engineer,"SQL, Java, Project Management",Mid-level,Big Data,7,Hired,Good fit for the team
9465,Chris Lee,PhD,14,"Project Management, Machine Learning, Python, Leadership",Six Sigma Green Belt,"Excel, Machine Learning, Data Analysis, SQL, Certified Data Scientist",Data Scientist,"SQL, Python, Java",Senior-level,Agile,7,Hired,Needs more experience
2502,Chris Lee,PhD,16,"SQL, Project Management, Machine Learning, Python",Certified Data Scientist,"AWS Certified, Excel, Cloud Computing, Project Management",Project Manager,"Project Management, Machine Learning, SQL",Senior-level,Cloud Computing,10,Not Hired,Needs more experience
7796,Sarah Johnson,Bachelor's,8,"Python, Machine Learning, Excel, Leadership",AWS Certified,"Java, Machine Learning, Six Sigma Green Belt",Business Analyst,"Machine Learning, Python, Project Management, Java",Mid-level,Cloud Computing,1,Not Hired,Excellent technical skills
2289,John Doe,Bachelor's,13,"Leadership, Python, SQL, Java",AWS Certified,"Project Management, Java, Certified Data Scientist",Data Scientist,"Machine Learning, Project Management",Senior-level,Cloud Computing,10,Not Hired,Good fit for the team
7672,Emily Davis,Master's,2,"Java, Data Analysis, Python",,"Leadership, Project Management, Six Sigma Green Belt",Project Manager,"Machine Learning, Project Management, Java",Entry-level,Agile,9,Hired,Strong candidate
3878,John Doe,Bachelor's,5,"Python, Leadership, Project Management",,"Big Data, Python, Cloud Computing, Java, Machine Learning, Agile",Software Engineer,"SQL, Python, Java, Project Management",Senior-level,DevOps,2,Hired,Strong candidate
9318,Emily Davis,Master's,7,"SQL, Project Management, Data Analysis, Java, Excel",,"SQL, PMP, Excel, DevOps, AWS Certified",Software Engineer,"Java, SQL, Machine Learning",Entry-level,Cloud Computing,10,Hired,Excellent technical skills
6147,Chris Lee,Master's,9,"Data Analysis, SQL, Excel",PMP,"Agile, PMP, Certified Data Scientist",Business Analyst,"Project Management, Python, Java, SQL",Mid-level,Cloud Computing,3,Not Hired,Good fit for the team
7263,Michael Brown,Master's,6,"Java, Python",,"Leadership, Cloud Computing, Python",Business Analyst,"Java, Python, Machine Learning",Mid-level,Cloud Computing,1,Hired,Good fit for the team
9968,Jane Smith,PhD,1,"Machine Learning, Python, Project Management, Excel",AWS Certified,"Data Analysis, Excel, Agile, Six Sigma Green Belt, PMP, Python",Data Scientist,"Machine Learning, Project Management, Python",Senior-level,Agile,8,Hired,Good fit for the team
6920,Jane Smith,Master's,16,"Data Analysis, Excel, Leadership, SQL, Machine Learning",PMP,"Cloud Computing, Agile, Certified Data Scientist, Excel",Business Analyst,"Machine Learning, Java, SQL",Senior-level,DevOps,2,Not Hired,Good fit for the team
6725,Emily Davis,Bachelor's,10,"Excel, Data Analysis, SQL, Python",PMP,"PMP, Excel, SQL, Certified Data Scientist, Six Sigma Green Belt",Business Analyst,"Java, SQL, Python, Project Management",Entry-level,Agile,8,Hired,Good fit for the team
9764,Sarah Johnson,PhD,10,"Leadership, Data Analysis, Java",AWS Certified,"Six Sigma Green Belt, Cloud Computing, Data Analysis, Agile",Project Manager,"SQL, Project Management, Python",Mid-level,Agile,10,Hired,Strong candidate
7697,Jane Smith,PhD,15,"SQL, Project Management, Python, Java",AWS Certified,"AWS Certified, Project Management, Java, Agile",Project Manager,"Python, SQL, Machine Learning, Project Management",Entry-level,Big Data,10,Not Hired,Good fit for the team
4178,Sarah Johnson,PhD,17,"Machine Learning, SQL, Data Analysis, Python, Excel",Six Sigma Green Belt,"Big Data, AWS Certified, Six Sigma Green Belt",Software Engineer,"Project Management, Machine Learning, Python",Senior-level,DevOps,7,Not Hired,Excellent technical skills
1404,John Doe,Bachelor's,1,"Machine Learning, Java","Certified Data Scientist, PMP","Big Data, Six Sigma Green Belt, Project Management",Software Engineer,"Python, SQL, Project Management",Mid-level,DevOps,2,Not Hired,Excellent technical skills
9843,John Doe,PhD,1,"SQL, Excel","AWS Certified, Six Sigma Green Belt","Leadership, DevOps, Big Data",Project Manager,"Python, SQL, Project Management",Senior-level,DevOps,7,Hired,Strong candidate
8671,Sarah Johnson,Master's,20,"Machine Learning, Leadership, Project Management, Data Analysis, SQL",,"PMP, Agile, Python, Data Analysis, Java, Machine Learning",Business Analyst,"Python, SQL, Project Management, Java",Senior-level,Big Data,3,Not Hired,Good fit for the team
5898,Chris Lee,Bachelor's,7,"Data Analysis, Project Management, SQL, Leadership, Python",PMP,"Cloud Computing, Java, Six Sigma Green Belt, Agile, Excel, Data Analysis",Business Analyst,"Project Management, Java, SQL",Mid-level,Agile,7,Hired,Strong candidate
8557,Sarah Johnson,Master's,7,"Data Analysis, SQL",Certified Data Scientist,"Cloud Computing, Project Management, Data Analysis",Business Analyst,"Machine Learning, Java",Senior-level,Agile,8,Not Hired,Good fit for the team
7114,Sarah Johnson,PhD,7,"Java, Python, Leadership, Machine Learning",,"PMP, SQL, Agile, AWS Certified",Software Engineer,"Java, Python, Machine Learning",Mid-level,Big Data,8,Hired,Strong candidate
3872,Emily Davis,Master's,15,"Machine Learning, Project Management",,"Big Data, AWS Certified, Leadership, DevOps, Certified Data Scientist, PMP",Software Engineer,"Python, Machine Learning, Project Management, Java",Senior-level,Agile,8,Hired,Needs more experience
8043,Emily Davis,PhD,10,"Leadership, Excel",PMP,"Python, Machine Learning, DevOps",Data Scientist,"Machine Learning, Java, Project Management, Python",Senior-level,Cloud Computing,9,Not Hired,Strong candidate
5485,Sarah Johnson,Bachelor's,10,"Java, Python, Project Management, Machine Learning","Certified Data Scientist, Six Sigma Green Belt","Project Management, Machine Learning, Six Sigma Green Belt",Business Analyst,"SQL, Project Management, Python, Machine Learning",Entry-level,Agile,9,Not Hired,Excellent technical skills
5632,Sarah Johnson,Bachelor's,19,"Leadership, Machine Learning, Data Analysis, SQL",,"Project Management, Cloud Computing, Certified Data Scientist",Software Engineer,"Java, Machine Learning, Project Management",Entry-level,DevOps,2,Hired,Strong candidate
1171,Emily Davis,PhD,11,"Project Management, Java, Python","PMP, Six Sigma Green Belt","AWS Certified, DevOps, Big Data, PMP",Software Engineer,"Java, SQL, Project Management, Machine Learning",Mid-level,Cloud Computing,3,Not Hired,Excellent technical skills
8932,Michael Brown,PhD,14,"Project Management, Python, Excel, Java",,"Big Data, DevOps, Java, Machine Learning, Excel, Python",Software Engineer,"Machine Learning, Java, Project Management",Mid-level,Agile,8,Hired,Excellent technical skills
1377,Jane Smith,Master's,15,"Machine Learning, Excel, Data Analysis, Java, Project Management","AWS Certified, Certified Data Scientist","Project Management, Certified Data Scientist, Machine Learning",Project Manager,"Python, SQL, Machine Learning, Project Management",Entry-level,DevOps,9,Hired,Needs more experience
1428,Chris Lee,PhD,8,"SQL, Machine Learning, Excel, Data Analysis",Certified Data Scientist,"DevOps, Agile, Certified Data Scientist, PMP, Big Data",Business Analyst,"Project Management, SQL, Java, Python",Mid-level,DevOps,6,Not Hired,Needs more experience
1225,John Doe,Master's,12,"Data Analysis, Java, Machine Learning, SQL",AWS Certified,"Excel, Machine Learning, AWS Certified, Certified Data Scientist",Business Analyst,"Machine Learning, SQL, Python, Project Management",Entry-level,Agile,9,Not Hired,Needs more experience
3848,Sarah Johnson,Master's,4,"SQL, Excel, Data Analysis","Certified Data Scientist, Six Sigma Green Belt","Agile, PMP, Certified Data Scientist, Excel",Data Scientist,"SQL, Machine Learning, Project Management",Entry-level,DevOps,1,Hired,Excellent technical skills
9414,John Doe,PhD,6,"Python, SQL, Machine Learning, Leadership, Excel","Certified Data Scientist, Six Sigma Green Belt","Certified Data Scientist, Python, Excel, Six Sigma Green Belt, Leadership, Project Management",Software Engineer,"Machine Learning, SQL, Project Management",Entry-level,DevOps,5,Hired,Excellent technical skills
8270,Michael Brown,Bachelor's,19,"Python, Excel, SQL, Data Analysis",PMP,"Cloud Computing, Project Management, DevOps",Business Analyst,"Python, Project Management, SQL",Senior-level,Agile,1,Not Hired,Excellent technical skills
5819,Sarah Johnson,Bachelor's,18,"Java, Excel, Leadership, Project Management","Six Sigma Green Belt, AWS Certified","AWS Certified, Machine Learning, PMP, DevOps, Big Data, Certified Data Scientist",Project Manager,"Machine Learning, Java, Python",Mid-level,Big Data,1,Not Hired,Strong candidate
6191,Emily Davis,Master's,6,"Leadership, Java, Python, SQL",,"Excel, Python, Cloud Computing, Agile, PMP, Leadership",Data Scientist,"Python, SQL, Project Management",Entry-level,Big Data,1,Not Hired,Strong candidate
2298,Emily Davis,Master's,8,"Machine Learning, SQL, Excel, Python, Leadership","Six Sigma Green Belt, Certified Data Scientist","Machine Learning, SQL, Data Analysis",Software Engineer,"SQL, Project Management",Senior-level,Agile,2,Not Hired,Good fit for the team
9170,Chris Lee,PhD,7,"Excel, Project Management, Machine Learning",,"Python, Data Analysis, DevOps, PMP",Business Analyst,"Python, Machine Learning, SQL",Senior-level,Agile,8,Not Hired,Excellent technical skills
6683,Sarah Johnson,PhD,6,"SQL, Machine Learning","PMP, AWS Certified","Java, Python, Data Analysis, Excel, Six Sigma Green Belt",Project Manager,"SQL, Machine Learning",Entry-level,DevOps,8,Hired,Needs more experience
2537,Emily Davis,Bachelor's,1,"Data Analysis, Leadership, Java",,"Data Analysis, Machine Learning, Python, Agile, Big Data",Software Engineer,"Python, Project Management, Machine Learning",Senior-level,Cloud Computing,5,Hired,Good fit for the team
4576,Sarah Johnson,PhD,8,"Leadership, Java",,"DevOps, Excel, Leadership",Software Engineer,"SQL, Python, Java, Machine Learning",Entry-level,Agile,10,Hired,Excellent technical skills
3767,Chris Lee,Bachelor's,19,"Java, Data Analysis, Machine Learning",,"Data Analysis, Java, Machine Learning, Six Sigma Green Belt, SQL",Business Analyst,"Java, Python, Project Management, Machine Learning",Senior-level,DevOps,7,Hired,Excellent technical skills
5290,John Doe,PhD,12,"Data Analysis, Java",AWS Certified,"Project Management, AWS Certified, Six Sigma Green Belt, Python",Business Analyst,"SQL, Machine Learning",Entry-level,Agile,9,Hired,Excellent technical skills
5086,Michael Brown,Bachelor's,12,"Python, Excel, Project Management","Certified Data Scientist, PMP","Big Data, Machine Learning, Cloud Computing, Leadership, Java",Business Analyst,"SQL, Java, Python, Machine Learning",Mid-level,Big Data,10,Not Hired,Excellent technical skills
6655,Sarah Johnson,Bachelor's,17,"Python, SQL, Project Management","PMP, AWS Certified","Machine Learning, DevOps, Certified Data Scientist",Business Analyst,"Machine Learning, Java, SQL, Project Management",Mid-level,Agile,5,Not Hired,Needs more experience
3827,Sarah Johnson,Bachelor's,1,"SQL, Java, Python","Six Sigma Green Belt, AWS Certified","Certified Data Scientist, SQL, Cloud Computing, PMP, DevOps",Software Engineer,"Python, SQL, Machine Learning, Java",Mid-level,Big Data,7,Hired,Needs more experience
4022,Emily Davis,PhD,19,"Project Management, Excel",,"Machine Learning, SQL, Six Sigma Green Belt, DevOps, Excel, Project Management",Project Manager,"Machine Learning, Python, Project Management, Java",Entry-level,Agile,2,Not Hired,Needs more experience
7223,Emily Davis,PhD,7,"Excel, Data Analysis, Java","Six Sigma Green Belt, AWS Certified","Cloud Computing, Agile, DevOps",Software Engineer,"SQL, Machine Learning, Python, Java",Senior-level,Cloud Computing,1,Not Hired,Needs more experience
3481,Michael Brown,Bachelor's,5,"Leadership, SQL, Data Analysis",Certified Data Scientist,"Agile, Big Data, PMP, Excel, Java, Data Analysis",Data Scientist,"Machine Learning, Java, Project Management",Mid-level,Cloud Computing,9,Hired,Strong candidate
3404,Emily Davis,Master's,13,"Python, Data Analysis, Project Management, Java, SQL","AWS Certified, PMP","Java, Big Data, Cloud Computing, Data Analysis",Data Scientist,"Machine Learning, SQL",Entry-level,Big Data,7,Hired,Excellent technical skills
5991,Sarah Johnson,Bachelor's,15,"Python, Machine Learning",AWS Certified,"Agile, Machine Learning, Six Sigma Green Belt, Java, Python",Project Manager,"Project Management, SQL, Machine Learning",Senior-level,Big Data,10,Not Hired,Excellent technical skills
9827,Sarah Johnson,PhD,16,"Excel, Project Management","Six Sigma Green Belt, Certified Data Scientist","Certified Data Scientist, Leadership, Python, Cloud Computing",Software Engineer,"Machine Learning, Project Management, Python, Java",Entry-level,Big Data,2,Hired,Strong candidate
8231,Emily Davis,Bachelor's,6,"Project Management, Java, Data Analysis","Certified Data Scientist, Six Sigma Green Belt","Big Data, Excel, PMP, SQL",Project Manager,"Machine Learning, Java, SQL, Python",Senior-level,Big Data,4,Hired,Good fit for the team
4444,Emily Davis,PhD,17,"SQL, Excel, Python, Java","PMP, Six Sigma Green Belt","Project Management, SQL, Big Data",Business Analyst,"Python, Project Management, Java",Entry-level,Cloud Computing,6,Hired,Needs more experience
9597,Michael Brown,Master's,16,"Data Analysis, Java, Python",,"Excel, Leadership, DevOps",Data Scientist,"Project Management, Java",Mid-level,Cloud Computing,10,Not Hired,Needs more experience
4756,John Doe,Bachelor's,17,"Data Analysis, Leadership","Six Sigma Green Belt, PMP","Big Data, Data Analysis, Java",Data Scientist,"Python, Java",Mid-level,DevOps,3,Not Hired,Excellent technical skills
4635,Chris Lee,Bachelor's,5,"Java, Leadership",AWS Certified,"SQL, Big Data, Excel, Project Management, DevOps",Business Analyst,"Machine Learning, Project Management",Entry-level,Agile,1,Not Hired,Excellent technical skills
6744,Emily Davis,Bachelor's,3,"Project Management, Java, Machine Learning","PMP, Certified Data Scientist","DevOps, Project Management, Big Data, Data Analysis, Excel",Data Scientist,"SQL, Java, Python, Machine Learning",Mid-level,Cloud Computing,7,Hired,Strong candidate
3884,Chris Lee,PhD,9,"Java, Leadership, Data Analysis",,"Certified Data Scientist, Excel, Cloud Computing",Software Engineer,"SQL, Java",Senior-level,DevOps,5,Hired,Excellent technical skills
7601,Chris Lee,Bachelor's,4,"Python, SQL","AWS Certified, Six Sigma Green Belt","Python, DevOps, AWS Certified, Data Analysis, PMP, SQL",Project Manager,"Project Management, Machine Learning",Entry-level,Cloud Computing,2,Hired,Strong candidate
2653,Emily Davis,PhD,12,"Project Management, Data Analysis, SQL, Machine Learning, Python",,"SQL, Project Management, Leadership",Project Manager,"Project Management, Machine Learning, Python, SQL",Senior-level,Big Data,5,Not Hired,Strong candidate
5685,Jane Smith,Bachelor's,13,"Excel, Leadership, Machine Learning, Project Management, SQL",,"Cloud Computing, Six Sigma Green Belt, AWS Certified, Python",Software Engineer,"Machine Learning, Project Management",Senior-level,Agile,1,Hired,Strong candidate
7969,Jane Smith,PhD,20,"Leadership, Project Management, SQL, Excel, Data Analysis","Certified Data Scientist, PMP","Certified Data Scientist, Agile, Java, Data Analysis, DevOps, Python",Software Engineer,"Java, Python",Mid-level,Agile,10,Hired,Strong candidate
2765,Chris Lee,PhD,15,"Leadership, Excel, Java, Machine Learning","Six Sigma Green Belt, Certified Data Scientist","Excel, Big Data, Leadership",Software Engineer,"Python, SQL, Project Management, Machine Learning",Senior-level,Cloud Computing,2,Not Hired,Good fit for the team
6067,Jane Smith,Master's,7,"Excel, Project Management",,"PMP, Certified Data Scientist, Cloud Computing, Project Management",Business Analyst,"Project Management, Java, SQL",Entry-level,Big Data,4,Not Hired,Excellent technical skills
2183,Michael Brown,Bachelor's,10,"SQL, Leadership, Python, Data Analysis, Excel","AWS Certified, Six Sigma Green Belt","Project Management, AWS Certified, Cloud Computing, Java, Six Sigma Green Belt",Business Analyst,"SQL, Machine Learning",Mid-level,Cloud Computing,10,Not Hired,Good fit for the team
2781,Chris Lee,Master's,11,"Project Management, Java, Machine Learning, Python",PMP,"Big Data, PMP, Leadership, Cloud Computing",Software Engineer,"Python, Java, Project Management, Machine Learning",Entry-level,DevOps,5,Not Hired,Strong candidate
7883,Sarah Johnson,Bachelor's,16,"Leadership, Project Management",PMP,"Excel, Project Management, DevOps",Data Scientist,"Machine Learning, SQL, Project Management, Python",Mid-level,Big Data,2,Hired,Needs more experience
9591,Michael Brown,Master's,8,"Leadership, SQL, Machine Learning",Certified Data Scientist,"Machine Learning, AWS Certified, Agile, Python, Certified Data Scientist",Software Engineer,"Java, SQL, Project Management, Python",Entry-level,Agile,1,Hired,Strong candidate
2316,Chris Lee,Bachelor's,3,"Project Management, Leadership, Machine Learning",AWS Certified,"Machine Learning, DevOps, SQL, AWS Certified, Excel, Cloud Computing",Data Scientist,"Project Management, Machine Learning, Python",Entry-level,Agile,6,Not Hired,Good fit for the team
2342,Chris Lee,Bachelor's,4,"Leadership, Data Analysis, SQL, Excel, Java",,"Cloud Computing, Leadership, Python, Agile, Data Analysis",Business Analyst,"Java, Project Management",Senior-level,Cloud Computing,3,Not Hired,Good fit for the team
